2Z,1729,SJP,2619,RAO,2613,0,AT7,-20.8166008,-49.40650177,-21.13638878,-47.77666855
2Z,1729,SSA,2621,BRA,7373,0,AT7,-12.9086113,-38.32249832,-12.07890034,-45.00899887
2Z,1729,SSA,2621,VDC,6039,0,AT7,-12.9086113,-38.32249832,-14.86279964,-40.86309814
2Z,1729,UBA,2635,GRU,2564,0,AT7,-19.76472282,-47.96611023,-23.43555641,-46.47305679
2Z,1729,UBA,2635,UDI,2633,0,AT7,-19.76472282,-47.96611023,-18.883612,-48.225277
2Z,1729,UDI,2633,GRU,2564,0,AT7,-18.883612,-48.225277,-23.43555641,-46.47305679
2Z,1729,UDI,2633,GYN,2562,0,AT7,-18.883612,-48.225277,-16.63199997,-49.22069931
2Z,1729,UDI,2633,RAO,2613,0,AT7,-18.883612,-48.225277,-21.13638878,-47.77666855
2Z,1729,UDI,2633,UBA,2635,0,AT7,-18.883612,-48.225277,-19.76472282,-47.96611023
2Z,1729,VDC,6039,GRU,2564,0,AT7,-14.86279964,-40.86309814,-23.43555641,-46.47305679
2Z,1729,VDC,6039,SSA,2621,0,AT7,-14.86279964,-40.86309814,-12.9086113,-38.32249832
3E,10739,BRL,5726,ORD,3830,0,CNC,40.78319931,-91.12550354,41.9786,-87.9048
3E,10739,BRL,5726,STL,3678,0,CNC,40.78319931,-91.12550354,38.748697,-90.370003
3E,10739,DEC,4042,ORD,3830,0,CNC,39.83459854,-88.86569977,41.9786,-87.9048
3E,10739,DEC,4042,STL,3678,0,CNC,39.83459854,-88.86569977,38.748697,-90.370003
3E,10739,JBR,3591,STL,3678,0,CNC,35.83169937,-90.64640045,38.748697,-90.370003
3E,10739,ORD,3830,BRL,5726,0,CNC,41.9786,-87.9048,40.78319931,-91.12550354
3E,10739,ORD,3830,DEC,4042,0,CNC,41.9786,-87.9048,39.83459854,-88.86569977
3E,10739,STL,3678,BRL,5726,0,CNC,38.748697,-90.370003,40.78319931,-91.12550354
3E,10739,STL,3678,DEC,4042,0,CNC,38.748697,-90.370003,39.83459854,-88.86569977
3E,10739,STL,3678,JBR,3591,0,CNC,38.748697,-90.370003,35.83169937,-90.64640045
#3F,16262,CGA,7144,HYL,7145,0,DHP,#N/A,#N/A,#N/A,#N/A
#3F,16262,CGA,7144,KTN,3808,0,DHP,#N/A,#N/A,55.35559845,-131.7140045
#3F,16262,HYL,7145,CGA,7144,0,DHP,#N/A,#N/A,#N/A,#N/A
#3F,16262,HYL,7145,KTB,7147,0,DHP,#N/A,#N/A,#N/A,#N/A
#3F,16262,HYL,7145,KTN,3808,0,DHP,#N/A,#N/A,55.35559845,-131.7140045
#3F,16262,KTB,7147,HYL,7145,0,DHP,#N/A,#N/A,#N/A,#N/A
#3F,16262,KTB,7147,KTN,3808,0,DHP,#N/A,#N/A,55.35559845,-131.7140045
#3F,16262,KTN,3808,CGA,7144,0,DHP,55.35559845,-131.7140045,#N/A,#N/A
#3F,16262,KTN,3808,HYL,7145,0,DHP,55.35559845,-131.7140045,#N/A,#N/A
